date,baseline_sessions,social_sessions,direct_sessions,search_sessions,other_sessions,total_sessions,new_sessions,returning_sessions,non_social_conversion_rate,social_conversion_rate,orders,aov,revenue,primary_outcome_count,primary_outcome_label,orders_expected_baseline,orders_shortfall
2025-03-16,802,465,258,401,143,1267,822,445,0.01846134611368846,0.061524251733538364,43,70.03,3011.29,43,Orders,43,0
2025-03-17,798,343,225,429,144,1141,715,426,0.015307340297388084,0.03997922086622822,26,78.4,2038.4,26,Orders,26,0
2025-03-18,777,387,252,366,159,1164,738,426,0.016780859888729967,0.056992923152109236,35,71.79,2512.65,35,Orders,35,0
2025-03-19,773,148,268,402,103,921,500,421,0.017029220853358465,0.045474850599923095,20,81.37,1627.4,20,Orders,20,0
2025-03-20,739,367,180,366,193,1106,661,445,0.01334870237441607,0.03702433928197612,23,73.06,1680.38,23,Orders,23,0
2025-03-21,775,556,241,393,141,1331,896,435,0.014678133847788146,0.031745086939128225,29,74.84,2170.36,29,Orders,29,0
2025-03-22,815,463,232,412,171,1278,766,512,0.017116241533123848,0.053043993024191244,39,80.71,3147.69,39,Orders,39,0
2025-03-23,860,193,267,428,165,1053,669,384,0.019670491701941895,0.04891971086664492,26,76.99,2001.74,26,Orders,26,0
2025-03-24,756,176,198,385,173,932,585,347,0.01501101968498086,0.020898798793724315,15,71.74,1076.1,15,Orders,15,0
2025-03-25,741,65,233,352,156,806,442,364,0.020880603517739054,0.04934157530679351,19,85.38,1622.22,19,Orders,19,0
2025-03-26,893,244,313,497,83,1137,698,439,0.018384801603313114,0.03270971466446105,24,77.97,1871.28,24,Orders,24,0
2025-03-27,754,106,228,400,126,860,493,367,0.018604514490797624,0.030681128571160336,17,63.77,1084.09,17,Orders,17,0
2025-03-28,864,238,277,408,179,1102,651,451,0.022889697389658837,0.0397994308270611,29,88.71,2572.59,29,Orders,29,0
2025-03-29,844,621,263,411,170,1465,964,501,0.025659055709266923,0.04796675360419225,51,82.95,4230.45,51,Orders,51,0
2025-03-30,847,310,232,486,129,1157,679,478,0.013572762536683602,0.03793640315440176,23,80.82,1858.86,23,Orders,23,0
2025-03-31,794,132,290,344,160,926,541,385,0.010415916747721547,0.03720166527396468,13,68.97,896.61,13,Orders,13,0
2025-04-01,816,187,268,381,167,1003,624,379,0.024163651754429773,0.03375882146272693,26,98.47,2560.22,26,Orders,26,0
2025-04-02,826,274,281,410,135,1100,633,467,0.013283796260365303,0.03837258333223767,21,76.49,1606.29,21,Orders,21,0
2025-04-03,775,137,262,361,152,912,522,390,0.014699092315923501,0.047659712704810855,18,72.98,1313.64,18,Orders,18,0
2025-04-04,871,398,290,416,165,1269,739,530,0.018859776637097665,0.030322977223330775,28,84.73,2372.44,28,Orders,28,0
2025-04-05,733,299,233,376,124,1032,606,426,0.017211738411831868,0.04007380632581834,25,74.7,1867.5,25,Orders,25,0
2025-04-06,797,364,201,431,165,1161,692,469,0.011222251283967415,0.044634737612096825,25,80.62,2015.5,25,Orders,25,0
2025-04-07,777,138,233,369,175,915,548,367,0.01871125010432355,0.028948148668339026,19,80.51,1529.69,19,Orders,19,0
2025-04-08,813,285,266,425,122,1098,641,457,0.01888888498164537,0.05319518616574983,31,84.6,2622.6,31,Orders,31,0
2025-04-09,852,212,280,421,151,1064,632,432,0.01946853361157233,0.02007750993564637,21,67.43,1416.03,21,Orders,21,0
2025-04-10,790,348,234,408,148,1138,703,435,0.011938976174146382,0.04200742007480225,24,91.03,2184.72,24,Orders,24,0
2025-04-11,846,403,258,447,141,1249,759,490,0.02134685001182469,0.05014499817928714,38,76.2,2895.6,38,Orders,38,0
2025-04-12,762,470,212,389,161,1232,784,448,0.018339520788046175,0.026657286262701668,27,86.76,2342.52,27,Orders,27,0
2025-04-13,896,205,287,458,151,1101,593,508,0.022244080127880546,0.033554813799065275,27,84.57,2283.39,27,Orders,27,0
2025-04-14,817,319,231,419,167,1136,669,467,0.013819600311653244,0.03172152066524701,21,81.58,1713.18,21,Orders,21,0
2025-04-15,875,270,260,469,146,1145,707,438,0.021055452500563863,0.03597160587406757,28,83.74,2344.72,28,Orders,28,0
2025-04-16,839,305,244,410,185,1144,685,459,0.024526808693165453,0.032444435523346304,30,95.44,2863.2,30,Orders,30,0
2025-04-17,839,216,266,457,116,1055,601,454,0.02350575571639196,0.02771330261546441,26,84.94,2208.44,26,Orders,26,0
2025-04-18,862,752,280,400,182,1614,1022,592,0.017963673447474005,0.033859652073270255,41,70.02,2870.82,41,Orders,41,0
2025-04-19,853,723,229,438,186,1576,1034,542,0.021650901456589048,0.040729526228393494,48,69.86,3353.28,48,Orders,48,0
2025-04-20,886,543,202,462,222,1429,967,462,0.013469717498997448,0.02482477788311579,25,85.48,2137.0,25,Orders,25,0
2025-04-21,939,430,301,433,205,1369,865,504,0.02006827209250422,0.033482464691323294,33,76.39,2520.87,33,Orders,33,0
2025-04-22,805,169,215,433,157,974,563,411,0.022878832145901928,0.04841813314948622,27,70.38,1900.26,27,Orders,27,0
2025-04-23,800,204,255,423,122,1004,588,416,0.024463055141630278,0.045083301906970547,29,80.68,2339.72,29,Orders,29,0
2025-04-24,921,388,289,450,182,1309,815,494,0.023153719845801893,0.04233626875814317,38,77.92,2960.96,38,Orders,38,0
2025-04-25,808,500,212,443,153,1308,819,489,0.013998798718603798,0.0370089963810983,30,64.74,1942.2,30,Orders,30,0
2025-04-26,962,571,280,516,166,1533,961,572,0.025556616814674922,0.044998251567754485,50,80.25,4012.5,50,Orders,50,0
2025-04-27,949,246,257,489,203,1195,668,527,0.025651377872452787,0.03419763554267284,33,68.61,2264.13,33,Orders,33,0
2025-04-28,962,256,296,527,139,1218,699,519,0.0108945150450784,0.03258123416660183,19,76.97,1462.43,19,Orders,19,0
2025-04-29,967,86,334,472,161,1053,552,501,0.017877148220675203,0.04831084672418146,21,88.39,1856.19,21,Orders,21,0
2025-04-30,914,375,302,423,189,1289,836,453,0.019388988095252743,0.0542390570761858,38,73.21,2781.98,38,Orders,38,0
2025-05-01,939,166,257,479,203,1105,622,483,0.019776020538244125,0.04205473372186988,26,70.69,1837.94,26,Orders,26,0
2025-05-02,924,287,242,478,204,1211,812,399,0.02674431184405793,0.03318541760206591,34,72.85,2476.9,34,Orders,34,0
2025-05-03,1001,205,342,486,173,1206,708,498,0.01826297330073119,0.027287719704700255,24,82.84,1988.16,24,Orders,24,0
2025-05-04,1087,270,347,524,216,1357,781,576,0.02504790267599078,0.04685241626386371,40,105.69,4227.6,40,Orders,40,0
2025-05-05,982,374,284,525,173,1356,846,510,0.014821975483739168,0.05266716917636074,34,76.11,2587.74,34,Orders,34,0
2025-05-06,953,174,277,460,216,1127,608,519,0.026958794876455243,0.04576444816744547,34,70.2,2386.8,34,Orders,34,0
2025-05-07,991,184,243,551,197,1175,628,547,0.023635124333617308,0.04025155028747326,31,75.72,2347.32,31,Orders,31,0
2025-05-08,873,275,250,489,134,1148,675,473,0.011478873923773263,0.044901097760097916,22,94.01,2068.22,22,Orders,22,0
2025-05-09,980,254,296,459,225,1234,692,542,0.026798456171962845,0.03626322219860448,35,86.27,3019.45,35,Orders,35,0
2025-05-10,1042,258,318,533,191,1300,711,589,0.026726225852499202,0.050534268772271386,41,67.12,2751.92,41,Orders,41,0
2025-05-11,1000,325,299,530,171,1325,858,467,0.02146831813024184,0.0470081194842439,37,83.49,3089.13,37,Orders,37,0
2025-05-12,1013,200,335,519,159,1213,697,516,0.027541765164948766,0.03082625781679863,34,84.24,2864.16,34,Orders,34,0
2025-05-13,1048,215,315,552,181,1263,728,535,0.02021794523033857,0.040129744703162495,30,70.18,2105.4,30,Orders,30,0
2025-05-14,1042,79,305,446,291,1121,510,611,0.012914332160000564,0.050640082565531264,17,69.58,1182.86,17,Orders,17,0
2025-05-15,1026,191,287,491,248,1217,730,487,0.013283329854410513,0.03589216781929213,20,95.74,1914.8,20,Orders,20,0
2025-05-16,1002,606,308,571,123,1608,976,632,0.01225298142374088,0.029722566141082846,30,85.59,2567.7,30,Orders,30,0
2025-05-17,1063,303,366,546,151,1366,709,657,0.027560294724335944,0.047928815372656204,44,86.98,3827.12,44,Orders,44,0
2025-05-18,965,467,308,482,175,1432,852,580,0.021662435554149824,0.04972426707872779,44,83.92,3692.48,44,Orders,44,0
2025-05-19,992,410,358,438,196,1402,823,579,0.02541416128680188,0.03382149693610814,39,82.17,3204.63,39,Orders,39,0
2025-05-20,1037,372,344,505,188,1409,708,701,0.024952426319101956,0.022461234151560823,34,71.46,2429.64,34,Orders,34,0
2025-05-21,1036,508,315,547,174,1544,916,628,0.016177334981316575,0.03854818519881293,36,63.55,2287.8,36,Orders,36,0
2025-05-22,1062,359,386,516,160,1421,812,609,0.015568364989191022,0.030243694337544782,27,71.52,1931.04,27,Orders,27,0
2025-05-23,943,158,275,466,202,1101,599,502,0.015456408286741356,0.04682643899202937,22,81.64,1796.08,22,Orders,22,0
2025-05-24,957,186,286,459,212,1143,722,421,0.014144866661213798,0.04793745052428077,22,71.38,1570.36,22,Orders,22,0
2025-05-25,1018,237,362,503,153,1255,744,511,0.019732018899570644,0.02917291132187352,27,80.65,2177.55,27,Orders,27,0
2025-05-26,938,465,300,450,188,1403,888,515,0.021694770964961464,0.02969305009531049,34,86.46,2939.64,34,Orders,34,0
2025-05-27,1046,213,339,526,181,1259,734,525,0.027737579608157092,0.03698449404618205,37,87.65,3243.05,37,Orders,37,0
2025-05-28,1032,257,307,490,235,1289,749,540,0.021594330055222884,0.050274646326425115,35,78.44,2745.4,35,Orders,35,0
2025-05-29,1042,284,319,560,163,1326,717,609,0.02228059546866914,0.027965370997162817,31,91.85,2847.35,31,Orders,31,0
2025-05-30,970,295,311,476,183,1265,698,567,0.016617308344036394,0.03073046864694165,25,88.7,2217.5,25,Orders,25,0
2025-05-31,1009,335,309,494,206,1344,742,602,0.025979755017449167,0.05070576793990433,43,77.9,3349.7,43,Orders,43,0
2025-06-01,986,289,289,468,229,1275,712,563,0.019451538882402895,0.044561161380335536,32,88.04,2817.28,32,Orders,32,0
2025-06-02,933,239,266,417,250,1172,670,502,0.020133404973182722,0.029905560726818995,26,75.23,1955.98,26,Orders,26,0
2025-06-03,970,423,344,450,176,1393,866,527,0.019457857003500896,0.03682975288996509,34,77.72,2642.48,34,Orders,34,0
2025-06-04,1048,193,286,566,196,1241,834,407,0.025158148322496743,0.039012709588609175,34,84.1,2859.4,34,Orders,34,0
2025-06-05,1001,82,299,468,234,1083,548,535,0.019633660073169395,0.05226378060550061,24,71.21,1709.04,24,Orders,24,0
2025-06-06,978,0,261,498,219,978,484,494,0.016554952449731673,0.04574311554993446,16,69.81,1116.96,16,Orders,16,0
2025-06-07,1001,226,331,489,181,1227,693,534,0.013134237432489895,0.04314725787177713,23,70.63,1624.49,23,Orders,23,0
2025-06-08,1077,684,247,612,218,1761,1088,673,0.014531117095477619,0.05421725230021669,53,77.39,4101.67,53,Orders,53,0
2025-06-09,992,707,286,563,143,1699,1056,643,0.02585392330443998,0.038793834925049384,53,73.85,3914.05,53,Orders,53,0
2025-06-10,1012,636,285,567,160,1648,1010,638,0.01705932626622656,0.03503141836278664,40,66.77,2670.8,40,Orders,40,0
2025-06-11,1034,516,316,546,172,1550,926,624,0.021664587406350112,0.05002110141642892,48,94.66,4543.68,48,Orders,48,0
2025-06-12,916,610,314,413,189,1526,937,589,0.017632148635438983,0.05322745843114951,49,75.27,3688.23,49,Orders,49,0
2025-06-13,973,266,256,520,197,1239,732,507,0.023708241230020393,0.048732635484733534,36,63.04,2269.44,36,Orders,36,0
2025-06-14,983,177,258,490,235,1160,691,469,0.022973993062365347,0.02995464080720776,28,71.14,1991.92,28,Orders,28,0
2025-06-15,1034,147,301,466,267,1181,671,510,0.02431529482430147,0.04333540229779444,32,76.5,2448.0,32,Orders,32,0
2025-06-16,995,650,301,479,215,1645,1043,602,0.01252599982733601,0.05507930235300602,48,52.51,2520.48,48,Orders,48,0
2025-06-17,1000,315,323,542,135,1315,755,560,0.02045361629166483,0.050952849476732384,37,85.07,3147.59,37,Orders,37,0
2025-06-18,943,144,281,448,214,1087,592,495,0.019499521442250284,0.03444539683492265,23,82.22,1891.06,23,Orders,23,0
2025-06-19,938,0,271,478,189,938,503,435,0.01525679673036852,0.045260443106958655,14,79.24,1109.36,14,Orders,14,0
2025-06-20,1059,273,371,498,190,1332,622,710,0.019479869220000834,0.04565783275671015,33,91.28,3012.24,33,Orders,33,0
2025-06-21,999,246,267,501,231,1245,715,530,0.01584092966093008,0.04655671632502043,27,79.09,2135.43,27,Orders,27,0
2025-06-22,1050,456,289,589,172,1506,910,596,0.020632733238400935,0.05124108807882705,45,67.47,3036.15,45,Orders,45,0
2025-06-23,935,194,293,457,185,1129,651,478,0.012104011755249259,0.03194719501683089,18,82.27,1480.86,18,Orders,18,0
2025-06-24,979,153,364,452,163,1132,591,541,0.01696943038852335,0.029183723818545265,21,84.73,1779.33,21,Orders,21,0
2025-06-25,1003,330,319,514,170,1333,750,583,0.024995812125737312,0.06582164919035877,47,77.1,3623.7,47,Orders,47,0
2025-06-26,941,489,302,465,174,1430,879,551,0.016545951086807387,0.041661569899092796,36,86.48,3113.28,36,Orders,36,0
2025-06-27,948,532,268,535,145,1480,937,543,0.0223369309173761,0.05904077794093448,53,97.44,5164.32,53,Orders,53,0
2025-06-28,871,595,211,434,226,1466,855,611,0.01265048142240329,0.03989656566895819,35,80.83,2829.05,35,Orders,35,0
2025-06-29,834,327,267,410,157,1161,712,449,0.020705922075382542,0.03423600665082464,28,85.69,2399.32,28,Orders,28,0
2025-06-30,873,126,276,439,158,999,583,416,0.025842370418920246,0.04111215475963063,28,97.53,2730.84,28,Orders,28,0
2025-07-01,836,356,267,450,119,1192,701,491,0.023224356623286906,0.04050710137107232,34,74.54,2534.36,34,Orders,34,0
2025-07-02,839,595,284,387,168,1434,886,548,0.013961101842065105,0.042427055639915494,37,81.46,3014.02,37,Orders,37,0
2025-07-03,895,508,282,425,188,1403,842,561,0.02403832127604516,0.027182352996982337,35,78.45,2745.75,35,Orders,35,0
2025-07-04,872,764,220,475,177,1636,1072,564,0.020493126611636405,0.03803813830721968,47,79.28,3726.16,47,Orders,47,0
2025-07-05,917,329,234,490,193,1246,685,561,0.018701774398082356,0.04649196935998409,32,73.86,2363.52,32,Orders,32,0
2025-07-06,920,304,276,445,199,1224,714,510,0.0237533890873036,0.03708273226971757,33,85.13,2809.29,33,Orders,33,0
2025-07-07,897,409,264,418,215,1306,736,570,0.015018473004873903,0.05070131070345642,34,73.33,2493.22,34,Orders,34,0
2025-07-08,868,634,234,456,178,1502,946,556,0.013029728467862559,0.041587885217447565,38,92.27,3506.26,38,Orders,38,0
2025-07-09,836,463,247,392,197,1299,766,533,0.011374768957454323,0.04740639374109262,31,71.96,2230.76,31,Orders,31,0
2025-07-10,870,394,358,407,105,1264,751,513,0.012089185480270307,0.046889989770960296,29,88.3,2560.7,29,Orders,29,0
2025-07-11,780,143,242,400,138,923,471,452,0.02081944483265987,0.03959857367572147,22,74.87,1647.14,22,Orders,22,0
2025-07-12,795,51,250,386,159,846,409,437,0.01581301742261785,0.031270799831865786,14,87.16,1220.24,14,Orders,14,0
2025-07-13,868,110,270,414,184,978,554,424,0.01427377504164178,0.02567988677080562,15,80.38,1205.7,15,Orders,15,0
2025-07-14,813,175,243,433,137,988,539,449,0.01692509433045097,0.054067101425461485,23,76.39,1756.97,23,Orders,23,0
2025-07-15,856,87,236,444,176,943,457,486,0.017977403402577516,0.02871744488358646,18,65.81,1184.58,18,Orders,18,0
2025-07-16,837,30,260,444,133,867,449,418,0.011715609509128968,0.0346470758302915,11,65.75,723.25,11,Orders,11,0
2025-07-17,827,475,282,444,101,1302,751,551,0.020937622100759872,0.03953349480850871,36,95.89,3452.04,36,Orders,36,0
2025-07-18,848,238,168,480,200,1086,629,457,0.01418828229821149,0.04683516257126905,23,85.79,1973.17,23,Orders,23,0
2025-07-19,815,275,278,297,240,1090,642,448,0.0177163155683866,0.022712158342297496,21,61.18,1284.78,21,Orders,21,0
2025-07-20,783,178,223,389,171,961,493,468,0.010256715773176524,0.025767497362492536,13,83.3,1082.9,13,Orders,13,0
2025-07-21,797,89,259,400,138,886,485,401,0.016957509136458576,0.050485050767011014,18,83.57,1504.26,18,Orders,18,0
2025-07-22,838,25,234,423,181,863,478,385,0.013289293163393452,0.049799064642954666,12,72.04,864.48,12,Orders,12,0
2025-07-23,764,437,261,353,150,1201,732,469,0.016372849118635294,0.04493323716646911,32,68.64,2196.48,32,Orders,32,0
2025-07-24,864,467,268,480,116,1331,801,530,0.015398868571279775,0.04240623464728274,33,70.54,2327.82,33,Orders,33,0
2025-07-25,804,613,273,435,96,1417,853,564,0.01230771634060729,0.03338333912559765,30,75.32,2259.6,30,Orders,30,0
2025-07-26,818,686,202,429,187,1504,915,589,0.012685701542508043,0.032142555674132677,32,69.38,2220.16,32,Orders,32,0
2025-07-27,835,506,226,420,189,1341,807,534,0.01229322281034009,0.0425663267762924,32,78.68,2517.76,32,Orders,32,0
2025-07-28,845,350,239,424,182,1195,655,540,0.019028466299947644,0.03587500236260429,29,78.8,2285.2,29,Orders,29,0
2025-07-29,762,300,248,347,167,1062,596,466,0.018126042395560416,0.032063340894515235,23,75.0,1725.0,23,Orders,23,0
2025-07-30,803,401,280,359,164,1204,748,456,0.018947875253923115,0.03549473859796249,29,74.54,2161.66,29,Orders,29,0
2025-07-31,758,182,201,408,149,940,553,387,0.016937669043772526,0.027008972241236957,18,74.13,1334.34,18,Orders,18,0
2025-08-01,805,337,249,410,146,1142,608,534,0.01308266562108037,0.049522301355728944,27,73.39,1981.53,27,Orders,27,0
2025-08-02,811,134,246,398,167,945,502,443,0.021804128934126553,0.03236922306471966,22,85.4,1878.8,22,Orders,22,0
2025-08-03,805,393,229,381,195,1198,680,518,0.019132662199475597,0.04241563216975183,32,70.95,2270.4,32,Orders,32,0
2025-08-04,791,673,245,413,133,1464,944,520,0.01781941323375627,0.04098857943367852,42,80.12,3365.04,42,Orders,42,0
2025-08-05,776,337,214,383,179,1113,631,482,0.015760495914908555,0.02986475925667395,22,78.85,1734.7,22,Orders,22,0
2025-08-06,787,403,228,416,143,1190,704,486,0.012464722950096695,0.0427010409494794,27,71.1,1919.7,27,Orders,27,0
2025-08-07,711,314,210,351,150,1025,630,395,0.023084425851297264,0.039264082039295004,29,80.29,2328.41,29,Orders,29,0
2025-08-08,792,325,262,360,170,1117,600,517,0.02245229544460462,0.03739372521269962,30,74.58,2237.4,30,Orders,30,0
2025-08-09,797,300,276,387,134,1097,671,426,0.014247485450581372,0.03263231546717678,21,69.65,1462.65,21,Orders,21,0
2025-08-10,815,128,274,387,154,943,496,447,0.014056384510760436,0.03890119572735416,16,83.45,1335.2,16,Orders,16,0
2025-08-11,823,153,256,415,152,976,541,435,0.013513421306206115,0.05877067984840328,20,73.65,1473.0,20,Orders,20,0
2025-08-12,789,470,266,351,172,1259,762,497,0.013564760289820146,0.048264388832962114,33,83.29,2748.57,33,Orders,33,0
2025-08-13,798,235,240,363,195,1033,567,466,0.022840235912838708,0.031088046597140158,26,75.55,1964.3,26,Orders,26,0
2025-08-14,795,293,254,370,171,1088,648,440,0.016793566157981322,0.04052033258961041,25,67.15,1678.75,25,Orders,25,0
2025-08-15,818,395,277,431,110,1213,676,537,0.020334344176999326,0.025883102562971813,27,82.91,2238.57,27,Orders,27,0
2025-08-16,788,197,249,348,191,985,518,467,0.023759814821692357,0.034197607153194004,25,79.69,1992.25,25,Orders,25,0
2025-08-17,853,114,282,400,171,967,540,427,0.02042704266358606,0.0323650075095825,21,80.45,1689.45,21,Orders,21,0
2025-08-18,841,154,244,412,185,995,558,437,0.015905476345080362,0.03504398752323381,19,72.34,1374.46,19,Orders,19,0
2025-08-19,758,316,206,394,158,1074,623,451,0.01649652579148594,0.047338733564828296,27,83.51,2254.77,27,Orders,27,0
2025-08-20,768,438,228,352,188,1206,671,535,0.016484505202240513,0.03646246128191211,29,75.14,2179.06,29,Orders,29,0
2025-08-21,756,202,250,376,130,958,535,423,0.011725971298158522,0.03322498142158862,16,68.72,1099.52,16,Orders,16,0
2025-08-22,785,506,187,406,192,1291,817,474,0.019518483416120464,0.05125114979481487,41,78.94,3236.54,41,Orders,41,0
2025-08-23,772,368,252,397,123,1140,631,509,0.017458826529425833,0.03629159368518827,27,74.35,2007.45,27,Orders,27,0
2025-08-24,802,339,208,395,199,1141,652,489,0.016073568541151353,0.04483586759532908,28,79.37,2222.36,28,Orders,28,0
2025-08-25,802,291,215,438,149,1093,645,448,0.021917119954985867,0.04373459675881258,30,71.34,2140.2,30,Orders,30,0
2025-08-26,786,305,225,385,176,1091,598,493,0.0168376766261178,0.03329950639762116,23,70.79,1628.17,23,Orders,23,0
2025-08-27,765,133,244,376,145,898,518,380,0.022135869444351173,0.032926394173007606,21,75.59,1587.39,21,Orders,21,0
2025-08-28,770,276,192,396,182,1046,541,505,0.0164385926473576,0.03947309548739547,24,86.93,2086.32,24,Orders,24,0
2025-08-29,844,385,259,404,181,1229,685,544,0.013071472533842929,0.056579390138446234,33,82.1,2709.3,33,Orders,33,0
2025-08-30,786,451,218,392,176,1237,704,533,0.02289910012604095,0.048712997688452706,40,81.82,3272.8,40,Orders,40,0
2025-08-31,812,530,268,432,112,1342,730,612,0.02373130844320671,0.036701353478104166,39,71.07,2771.73,39,Orders,39,0
2025-09-01,782,343,220,380,182,1125,660,465,0.015976542608343313,0.02718737618367623,22,81.09,1783.98,22,Orders,22,0
2025-09-02,857,139,301,432,124,996,528,468,0.011873652959985073,0.03967481882242827,16,79.4,1270.4,16,Orders,16,0
2025-09-03,779,72,200,385,194,851,372,479,0.014215052452078571,0.021675143817790638,13,79.54,1034.02,13,Orders,13,0
2025-09-04,767,113,222,384,161,880,521,359,0.015738697742182107,0.028430675270764347,15,82.29,1234.35,15,Orders,15,0
2025-09-05,770,363,208,370,192,1133,649,484,0.011083123616867734,0.04459542287338289,25,63.92,1598.0,25,Orders,25,0
2025-09-06,808,620,232,398,178,1428,855,573,0.010586328058624653,0.044411482561091786,36,72.81,2621.16,36,Orders,36,0
2025-09-07,755,411,250,346,159,1166,665,501,0.016394076631587064,0.031947633416405975,26,81.31,2114.06,26,Orders,26,0
2025-09-08,715,458,195,378,142,1173,678,495,0.024837866506921658,0.037967783270751454,35,91.01,3185.35,35,Orders,35,0
2025-09-09,843,358,244,425,174,1201,713,488,0.011067819873487384,0.03006403488811803,20,83.12,1662.4,20,Orders,20,0
2025-09-10,867,297,224,413,230,1164,711,453,0.012440800696891893,0.031731262318561465,20,83.45,1669.0,20,Orders,20,0
2025-09-11,865,112,263,425,177,977,530,447,0.013716658989332093,0.04491192462562754,17,96.31,1637.27,17,Orders,17,0
2025-09-12,780,329,258,390,132,1109,708,401,0.0131064972154756,0.04285641239917978,24,83.95,2014.8,24,Orders,24,0
2025-09-13,828,595,304,421,103,1423,860,563,0.010188291761937853,0.048640748987892515,37,76.86,2843.82,37,Orders,37,0
2025-09-14,827,297,285,324,218,1124,618,506,0.01945433965455522,0.040265129412055053,28,81.84,2291.52,28,Orders,28,0
2025-09-15,839,542,284,378,177,1381,899,482,0.024295312155549448,0.03921172331713099,42,71.0,2982.0,42,Orders,42,0
2025-09-16,797,215,224,406,167,1012,555,457,0.018601184437284556,0.027298659792091395,21,63.48,1333.08,21,Orders,21,0
2025-09-17,791,107,216,367,208,898,501,397,0.02071775916160751,0.030255659590787274,20,80.74,1614.8,20,Orders,20,0
2025-09-18,818,317,294,378,146,1135,610,525,0.011881999398801872,0.04237870396978296,23,75.95,1746.85,23,Orders,23,0
2025-09-19,785,292,252,361,172,1077,626,451,0.022679422806930947,0.03168081017733217,27,93.81,2532.87,27,Orders,27,0
2025-09-20,762,338,200,394,168,1100,623,477,0.023850974167925344,0.045865654152112065,34,89.95,3058.3,34,Orders,34,0
2025-09-21,827,477,260,428,139,1304,806,498,0.01282595267503888,0.027902744694082212,24,77.48,1859.52,24,Orders,24,0
2025-09-22,892,222,293,390,209,1114,593,521,0.010575917078902462,0.04222287839478316,19,90.48,1719.12,19,Orders,19,0
2025-09-23,789,472,243,396,150,1261,724,537,0.01354110878377162,0.0308662351969533,25,77.98,1949.5,25,Orders,25,0
2025-09-24,803,193,201,426,176,996,562,434,0.013135695932309416,0.026039953800046332,16,58.63,938.08,16,Orders,16,0
2025-09-25,739,334,220,378,141,1073,626,447,0.010222414611890105,0.03617857814133929,20,89.44,1788.8,20,Orders,20,0
2025-09-26,864,300,281,404,179,1164,624,540,0.015277575525543808,0.03216089543263899,23,87.45,2011.35,23,Orders,23,0
2025-09-27,851,274,272,411,168,1125,614,511,0.021680766687639595,0.038002816395106796,29,76.4,2215.6,29,Orders,29,0
2025-09-28,778,380,199,412,167,1158,724,434,0.014059632404849146,0.028887396202922334,22,53.93,1186.46,22,Orders,22,0
2025-09-29,807,167,229,408,170,974,528,446,0.011108958243579834,0.03337153247341626,15,77.26,1158.9,15,Orders,15,0
2025-09-30,744,525,274,326,144,1269,763,506,0.014405771761657119,0.040743835465039444,32,68.14,2180.48,32,Orders,32,0
2025-10-01,844,574,213,413,218,1418,853,565,0.02046156402152788,0.03499747405162205,37,82.99,3070.63,37,Orders,37,0
2025-10-02,812,602,232,406,174,1414,834,580,0.01201763246832379,0.05634370068540391,44,80.58,3545.52,44,Orders,44,0
2025-10-03,862,439,245,457,160,1301,812,489,0.015098389621074751,0.04727435942712873,34,80.4,2733.6,34,Orders,34,0
2025-10-04,839,348,255,376,208,1187,643,544,0.016551054326837355,0.028026856007650303,24,68.17,1636.08,24,Orders,24,0
2025-10-05,851,330,287,400,164,1181,680,501,0.01932264441213985,0.04015222781447404,30,96.62,2898.6,30,Orders,30,0
2025-10-06,806,365,232,413,161,1171,625,546,0.016290134778561137,0.025459780954230137,22,78.45,1725.9,22,Orders,22,0
2025-10-07,821,225,247,414,160,1046,573,473,0.014232231724364837,0.03248322626688167,19,76.78,1458.82,19,Orders,19,0
2025-10-08,901,288,224,454,223,1189,662,527,0.012955160392911369,0.047953721884745365,25,81.0,2025.0,25,Orders,25,0
2025-10-09,788,116,259,398,131,904,467,437,0.023532112543128845,0.04171558189072122,23,78.03,1794.69,23,Orders,23,0
2025-10-10,778,233,223,410,145,1011,482,529,0.01509187973432078,0.03045390702754354,19,69.03,1311.57,19,Orders,19,0
2025-10-11,900,417,275,460,165,1317,739,578,0.019714719286131235,0.05165093154423732,39,80.78,3150.42,39,Orders,39,0
2025-10-12,837,353,214,468,155,1190,692,498,0.011806510981622753,0.03244250067256231,21,71.28,1496.88,21,Orders,21,0
2025-10-13,873,443,281,396,196,1316,741,575,0.012074501621922345,0.045179115226922424,31,82.44,2555.64,31,Orders,31,0
2025-10-14,859,438,248,433,178,1297,758,539,0.018201130170758348,0.03317482607341807,30,71.79,2153.7,30,Orders,30,0
2025-10-15,866,668,271,425,170,1534,864,670,0.013888674148680804,0.055056876874490554,49,79.77,3908.73,49,Orders,49,0
2025-10-16,797,801,240,374,183,1598,978,620,0.024527775866790287,0.04240185962716973,54,80.9,4368.6,54,Orders,54,0
2025-10-17,831,368,322,377,132,1199,691,508,0.020989290365208215,0.04145956226669758,33,90.89,2999.37,33,Orders,33,0
2025-10-18,851,317,300,388,163,1168,627,541,0.014446754067297096,0.03236444251654217,23,93.25,2144.75,23,Orders,23,0
2025-10-19,849,312,260,431,158,1161,596,565,0.011123345905310233,0.03956376412010312,22,84.52,1859.44,22,Orders,22,0
2025-10-20,888,156,225,481,182,1044,557,487,0.017959227596589723,0.027103899155625055,20,68.2,1364.0,20,Orders,20,0
2025-10-21,890,427,232,448,210,1317,821,496,0.022298106721707147,0.026009316892406164,31,84.56,2621.36,31,Orders,31,0
